b_region,s_region,date_a,value1,date_b,value2
경기,고양,2013-03-25,88.1,2013-03-25,-0.1
경기,고양덕양구,2013-03-04,85.1,2013-03-04,-0.12
경기,고양덕양구,2013-03-11,85.0,2013-03-11,0.0
경기,고양덕양구,2013-03-18,84.9,2013-03-18,-0.13
경기,고양덕양구,2013-03-25,84.9,2013-03-25,-0.09
경기,고양일산동구,2013-03-04,91.2,2013-03-04,-0.12
경기,고양일산동구,2013-03-11,91.2,2013-03-11,0.01
경기,고양일산동구,2013-03-18,91.0,2013-03-18,-0.03
경기,고양일산동구,2013-03-25,90.9,2013-03-25,-0.13
경기,고양일산서구,2013-03-04,90.3,2013-03-04,-0.2
경기,고양일산서구,2013-03-11,90.2,2013-03-11,-0.1
경기,고양일산서구,2013-03-18,90.1,2013-03-18,-0.08
경기,고양일산서구,2013-03-25,90.1,2013-03-25,-0.1
경기,안양,2013-03-04,77.3,2013-03-04,-0.11
경기,안양,2013-03-11,77.2,2013-03-11,-0.09
경기,안양,2013-03-18,77.2,2013-03-18,-0.04
경기,안양,2013-03-25,77.2,2013-03-25,-0.04
경기,안양만안구,2013-03-04,80.3,2013-03-04,-0.06
경기,안양만안구,2013-03-11,80.3,2013-03-11,0.0
경기,안양만안구,2013-03-18,80.3,2013-03-18,0.0
