MESR_YM,SIDONM,SUM_YN,INDX_VALU
201606,경상북도,N,97.0
201606,경상남도,N,100.0
201607,전국,Y,121.0
201607,수도권,Y,128.3
201607,서울특별시,N,131.7
201607,인천광역시,N,126.1
201607,경기도,N,126.8
201607,비수도권,Y,112.5
201607,부산광역시,N,128.7
201607,대구광역시,N,89.0
201607,광주광역시,N,116.5
201607,대전광역시,N,117.3
201607,울산광역시,N,100.8
201607,강원도,N,138.8
201607,충청북도,N,110.3
201607,충청남도,N,107.0
201607,전라북도,N,116.5
201607,전라남도,N,123.7
201607,경상북도,N,97.4
201607,경상남도,N,103.6
201608,전국,Y,124.1
201608,수도권,Y,131.2
201608,서울특별시,N,133.4
201608,인천광역시,N,130.3
201608,경기도,N,130.2
201608,비수도권,Y,115.8
201608,부산광역시,N,131.4
201608,대구광역시,N,97.3
201608,광주광역시,N,117.2
201608,대전광역시,N,121.5
201608,울산광역시,N,106.4
201608,강원도,N,137.4
201608,충청북도,N,109.7
201608,충청남도,N,111.7
201608,전라북도,N,118.6
201608,전라남도,N,125.3
201608,경상북도,N,100.4
201608,경상남도,N,108.7
201609,전국,Y,124.2
201609,수도권,Y,128.4
201609,서울특별시,N,129.7
201609,인천광역시,N,129.1
201609,경기도,N,127.5
201609,비수도권,Y,119.0
201609,부산광역시,N,133.7
201609,대구광역시,N,107.1
201609,광주광역시,N,115.3
201609,대전광역시,N,122.4
201609,울산광역시,N,112.7
201609,강원도,N,131.2
201609,충청북도,N,110.2
201609,충청남도,N,114.3
201609,전라북도,N,124.5
201609,전라남도,N,122.1
201609,경상북도,N,99.8
201609,경상남도,N,116.8
201610,전국,Y,125.2
201610,수도권,Y,129.8
201610,서울특별시,N,131.1
201610,인천광역시,N,128.8
201610,경기도,N,129.4
201610,비수도권,Y,119.7
201610,부산광역시,N,138.7
201610,대구광역시,N,106.9
201610,광주광역시,N,113.2
201610,대전광역시,N,129.4
201610,울산광역시,N,108.9
201610,강원도,N,134.7
201610,충청북도,N,111.8
201610,충청남도,N,110.6
201610,전라북도,N,123.0
201610,전라남도,N,126.0
201610,경상북도,N,96.2
201610,경상남도,N,115.6
201611,전국,Y,114.6
201611,수도권,Y,116.5
201611,서울특별시,N,115.5
201611,인천광역시,N,117.0
201611,경기도,N,117.1
201611,비수도권,Y,112.8
201611,부산광역시,N,127.4
201611,대구광역시,N,100.0
201611,광주광역시,N,109.5
201611,대전광역시,N,121.1
201611,울산광역시,N,105.8
201611,강원도,N,127.5
201611,충청북도,N,104.2
201611,충청남도,N,102.8
201611,전라북도,N,115.3
201611,전라남도,N,122.0
201611,경상북도,N,94.2
201611,경상남도,N,110.4
201612,전국,Y,105.3
201612,수도권,Y,104.8
201612,서울특별시,N,103.4
201612,인천광역시,N,107.1
201612,경기도,N,105.0
201612,비수도권,Y,105.9
201612,부산광역시,N,112.2
201612,대구광역시,N,96.4
201612,광주광역시,N,108.0
201612,대전광역시,N,114.8
201612,울산광역시,N,95.2
201612,강원도,N,118.1
201612,충청북도,N,104.1
201612,충청남도,N,99.1
201612,전라북도,N,107.7
201612,전라남도,N,118.4
201612,경상북도,N,96.4
201612,경상남도,N,101.4
201701,전국,Y,108.3
201701,수도권,Y,109.2
201701,서울특별시,N,108.8
201701,인천광역시,N,112.0
201701,경기도,N,108.8
201701,비수도권,Y,107.2
201701,부산광역시,N,115.6
201701,대구광역시,N,97.3
201701,광주광역시,N,105.1
201701,대전광역시,N,117.4
201701,울산광역시,N,94.7
201701,강원도,N,128.6
201701,충청북도,N,106.0
201701,충청남도,N,99.4
201701,전라북도,N,110.9
201701,전라남도,N,119.6
201701,경상북도,N,94.1
201701,경상남도,N,99.2
201702,전국,Y,112.3
201702,수도권,Y,114.0
201702,서울특별시,N,114.4
201702,인천광역시,N,118.8
201702,경기도,N,112.8
201702,비수도권,Y,110.2
201702,부산광역시,N,115.5
201702,대구광역시,N,102.9
201702,광주광역시,N,108.4
201702,대전광역시,N,117.1
201702,울산광역시,N,100.2
201702,강원도,N,131.1
201702,충청북도,N,112.8
201702,충청남도,N,104.1
201702,전라북도,N,113.1
201702,전라남도,N,121.1
201702,경상북도,N,98.9
201702,경상남도,N,102.4
201703,전국,Y,112.7
201703,수도권,Y,115.7
201703,서울특별시,N,116.0
201703,인천광역시,N,117.5
201703,경기도,N,115.2
201703,비수도권,Y,108.9
201703,부산광역시,N,115.8
201703,대구광역시,N,99.4
201703,광주광역시,N,108.5
201703,대전광역시,N,114.9
201703,울산광역시,N,102.5
201703,강원도,N,119.8
201703,충청북도,N,106.1
201703,충청남도,N,101.4
201703,전라북도,N,114.7
201703,전라남도,N,123.9
201703,경상북도,N,99.5
201703,경상남도,N,101.4
201704,전국,Y,113.1
201704,수도권,Y,117.6
201704,서울특별시,N,120.8
201704,인천광역시,N,118.6
201704,경기도,N,115.7
201704,비수도권,Y,107.4
201704,부산광역시,N,116.7
201704,대구광역시,N,96.8
201704,광주광역시,N,109.2
201704,대전광역시,N,114.5
201704,울산광역시,N,99.1
201704,강원도,N,119.6
201704,충청북도,N,107.1
201704,충청남도,N,102.0
201704,전라북도,N,115.1
201704,전라남도,N,120.8
201704,경상북도,N,95.9
201704,경상남도,N,94.1
201705,전국,Y,116.6
201705,수도권,Y,122.9
201705,서울특별시,N,128.4
201705,인천광역시,N,120.1
201705,경기도,N,120.4
201705,비수도권,Y,108.4
201705,부산광역시,N,116.9
201705,대구광역시,N,100.6
201705,광주광역시,N,112.3
201705,대전광역시,N,117.6
201705,울산광역시,N,100.5
201705,강원도,N,118.4
201705,충청북도,N,106.7
201705,충청남도,N,99.1
201705,전라북도,N,116.9
201705,전라남도,N,119.9
201705,경상북도,N,97.0
201705,경상남도,N,94.8
201706,전국,Y,115.5
201706,수도권,Y,121.7
201706,서울특별시,N,127.5
201706,인천광역시,N,118.3
201706,경기도,N,119.2
201706,비수도권,Y,107.6
201706,부산광역시,N,112.5
201706,대구광역시,N,110.4
201706,광주광역시,N,114.9
201706,대전광역시,N,112.5
201706,울산광역시,N,99.6
201706,강원도,N,116.0
201706,충청북도,N,103.1
201706,충청남도,N,100.5
201706,전라북도,N,114.8
201706,전라남도,N,122.7
201706,경상북도,N,92.6
201706,경상남도,N,92.5
201707,전국,Y,119.7
201707,수도권,Y,127.6
201707,서울특별시,N,136.8
201707,인천광역시,N,120.4
201707,경기도,N,123.9
201707,비수도권,Y,109.9
201707,부산광역시,N,116.2
201707,대구광역시,N,116.9
201707,광주광역시,N,118.8
201707,대전광역시,N,114.1
201707,울산광역시,N,97.0
201707,강원도,N,122.9
201707,충청북도,N,106.5
201707,충청남도,N,106.5
201707,전라북도,N,115.6
201707,전라남도,N,124.0
201707,경상북도,N,90.2
201707,경상남도,N,91.7
201708,전국,Y,113.2
201708,수도권,Y,117.4
201708,서울특별시,N,117.8
201708,인천광역시,N,117.0
201708,경기도,N,117.3
201708,비수도권,Y,117.8
201708,부산광역시,N,111.9
201708,대구광역시,N,116.8
201708,광주광역시,N,117.4
201708,대전광역시,N,115.1
201708,울산광역시,N,95.9
201708,강원도,N,122.0
201708,충청북도,N,105.2
201708,충청남도,N,102.4
201708,전라북도,N,116.3
201708,전라남도,N,125.4
201708,경상북도,N,90.1
201708,경상남도,N,91.0
201709,전국,Y,111.5
201709,수도권,Y,115.1
201709,서울특별시,N,118.9
201709,인천광역시,N,114.8
201709,경기도,N,112.9
201709,비수도권,Y,107.0
201709,부산광역시,N,103.7
201709,대구광역시,N,113.7
201709,광주광역시,N,117.2
201709,대전광역시,N,117.0
201709,울산광역시,N,91.6
201709,강원도,N,116.2
201709,충청북도,N,105.6
201709,충청남도,N,107.0
201709,전라북도,N,117.4
201709,전라남도,N,124.8
201709,경상북도,N,99.3
201709,경상남도,N,90.2
201710,전국,Y,110.9
201710,수도권,Y,113.9
201710,서울특별시,N,121.4
201710,인천광역시,N,110.4
201710,경기도,N,110.4
201710,비수도권,Y,106.9
201710,부산광역시,N,105.8
201710,대구광역시,N,115.9
201710,광주광역시,N,118.7
201710,대전광역시,N,115.9
201710,울산광역시,N,89.2
201710,강원도,N,112.9
201710,충청북도,N,104.5
201710,충청남도,N,105.5
201710,전라북도,N,114.0
201710,전라남도,N,126.7
201710,경상북도,N,94.7
201710,경상남도,N,91.9
201711,전국,Y,107.3
201711,수도권,Y,110.8
201711,서울특별시,N,122.1
201711,인천광역시,N,104.6
201711,경기도,N,105.7
201711,비수도권,Y,102.6
201711,부산광역시,N,101.2
201711,대구광역시,N,111.7
201711,광주광역시,N,116.1
201711,대전광역시,N,114.3
201711,울산광역시,N,84.0
201711,강원도,N,106.8
201711,충청북도,N,101.5
201711,충청남도,N,101.5
201711,전라북도,N,109.4
201711,전라남도,N,120.3
201711,경상북도,N,92.0
201711,경상남도,N,83.6
201712,전국,Y,102.8
201712,수도권,Y,106.3
201712,서울특별시,N,116.6
201712,인천광역시,N,103.1
201712,경기도,N,101.1
201712,비수도권,Y,98.0
201712,부산광역시,N,93.7
201712,대구광역시,N,102.1
201712,광주광역시,N,111.2
201712,대전광역시,N,105.9
201712,울산광역시,N,80.1
201712,강원도,N,106.6
201712,충청북도,N,102.9
201712,충청남도,N,100.8
201712,전라북도,N,102.5
201712,전라남도,N,115.9
201712,경상북도,N,93.0
201712,경상남도,N,82.8
201801,전국,Y,109.9
201801,수도권,Y,116.1
201801,서울특별시,N,129.2
201801,인천광역시,N,106.3
201801,경기도,N,110.8
201801,비수도권,Y,101.7
201801,부산광역시,N,98.5
201801,대구광역시,N,108.3
201801,광주광역시,N,120.4
201801,대전광역시,N,113.9
201801,울산광역시,N,85.0
201801,강원도,N,112.7
201801,충청북도,N,99.1
201801,충청남도,N,101.1
201801,전라북도,N,106.0
201801,전라남도,N,122.7
201801,경상북도,N,90.5
201801,경상남도,N,84.5
201802,전국,Y,111.0
201802,수도권,Y,116.8
201802,서울특별시,N,128.5
201802,인천광역시,N,110.2
201802,경기도,N,111.5
201802,비수도권,Y,103.4
201802,부산광역시,N,101.4
201802,대구광역시,N,110.6
201802,광주광역시,N,121.2
201802,대전광역시,N,112.3
201802,울산광역시,N,88.0
201802,강원도,N,112.9
201802,충청북도,N,101.7
201802,충청남도,N,102.2
201802,전라북도,N,107.1
201802,전라남도,N,122.7
201802,경상북도,N,89.8
201802,경상남도,N,88.2
201803,전국,Y,106.6
201803,수도권,Y,110.4
201803,서울특별시,N,117.6
201803,인천광역시,N,101.8
201803,경기도,N,108.2
201803,비수도권,Y,101.6
201803,부산광역시,N,97.1
201803,대구광역시,N,111.6
201803,광주광역시,N,115.4
201803,대전광역시,N,111.9
201803,울산광역시,N,88.2
201803,강원도,N,104.1
201803,충청북도,N,100.8
201803,충청남도,N,100.1
201803,전라북도,N,101.1
201803,전라남도,N,119.5
201803,경상북도,N,89.4
201803,경상남도,N,92.1
201804,전국,Y,100.3
201804,수도권,Y,103.2
201804,서울특별시,N,108.8
201804,인천광역시,N,97.6
201804,경기도,N,101.2
201804,비수도권,Y,96.7
201804,부산광역시,N,93.0
201804,대구광역시,N,106.4
201804,광주광역시,N,115.1
201804,대전광역시,N,107.5
201804,울산광역시,N,78.2
201804,강원도,N,94.3
201804,충청북도,N,92.5
201804,충청남도,N,98.2
201804,전라북도,N,94.3
201804,전라남도,N,115.8
201804,경상북도,N,86.6
201804,경상남도,N,88.5
201805,전국,Y,99.1
201805,수도권,Y,102.8
201805,서울특별시,N,111.1
201805,인천광역시,N,98.4
201805,경기도,N,98.9
201805,비수도권,Y,94.5
201805,부산광역시,N,88.9
201805,대구광역시,N,106.2
201805,광주광역시,N,114.7
201805,대전광역시,N,106.5
201805,울산광역시,N,77.3
201805,강원도,N,88.0
201805,충청북도,N,93.8
201805,충청남도,N,90.5
201805,전라북도,N,96.3
201805,전라남도,N,117.2
201805,경상북도,N,83.9
201805,경상남도,N,82.8
201806,전국,Y,96.6
201806,수도권,Y,99.3
201806,서울특별시,N,106.8
201806,인천광역시,N,96.4
201806,경기도,N,95.6
201806,비수도권,Y,92.9
201806,부산광역시,N,86.4
201806,대구광역시,N,106.3
201806,광주광역시,N,115.3
201806,대전광역시,N,98.8
201806,울산광역시,N,74.3
201806,강원도,N,87.3
201806,충청북도,N,97.3
201806,충청남도,N,93.0
201806,전라북도,N,93.0
201806,전라남도,N,107.9
201806,경상북도,N,80.1
201806,경상남도,N,83.7
201807,전국,Y,98.6
201807,수도권,Y,102.8
201807,서울특별시,N,113.4
201807,인천광역시,N,96.8
201807,경기도,N,98.1
201807,비수도권,Y,92.9
201807,부산광역시,N,88.0
201807,대구광역시,N,105.0
201807,광주광역시,N,118.8
201807,대전광역시,N,103.2
201807,울산광역시,N,72.6
201807,강원도,N,85.9
201807,충청북도,N,94.3
201807,충청남도,N,93.1
201807,전라북도,N,93.7
201807,전라남도,N,110.8
201807,경상북도,N,78.3
201807,경상남도,N,81.5
201808,전국,Y,107.6
201808,수도권,Y,115.9
201808,서울특별시,N,129.7
201808,인천광역시,N,104.0
201808,경기도,N,110.5
201808,비수도권,Y,96.6
201808,부산광역시,N,91.5
201808,대구광역시,N,115.0
201808,광주광역시,N,120.6
201808,대전광역시,N,106.2
201808,울산광역시,N,75.2
201808,강원도,N,88.9
201808,충청북도,N,93.6
201808,충청남도,N,97.1
201808,전라북도,N,94.3
201808,전라남도,N,114.9
201808,경상북도,N,82.1
201808,경상남도,N,85.8
201809,전국,Y,111.3
201809,수도권,Y,119.3
201809,서울특별시,N,128.9
201809,인천광역시,N,111.0
201809,경기도,N,115.6
201809,비수도권,Y,101.0
201809,부산광역시,N,96.9
201809,대구광역시,N,116.3
201809,광주광역시,N,130.7
201809,대전광역시,N,109.9
201809,울산광역시,N,81.5
201809,강원도,N,95.8
201809,충청북도,N,92.2
201809,충청남도,N,100.2
201809,전라북도,N,105.6
201809,전라남도,N,118.7
201809,경상북도,N,86.5
201809,경상남도,N,87.4
201810,전국,Y,103.8
201810,수도권,Y,110.0
201810,서울특별시,N,117.1
201810,인천광역시,N,105.4
201810,경기도,N,108.1
201810,비수도권,Y,97.7
201810,부산광역시,N,93.8
201810,대구광역시,N,114.5
201810,광주광역시,N,129.1
201810,대전광역시,N,114.4
201810,울산광역시,N,77.0
201810,강원도,N,88.8
201810,충청북도,N,85.9
201810,충청남도,N,97.3
201810,전라북도,N,98.4
201810,전라남도,N,119.4
201810,경상북도,N,80.7
201810,경상남도,N,82.4
201811,전국,Y,96.3
201811,수도권,Y,100.2
201811,서울특별시,N,107.2
201811,인천광역시,N,96.5
201811,경기도,N,97.0
201811,비수도권,Y,91.8
201811,부산광역시,N,87.9
201811,대구광역시,N,107.4
201811,광주광역시,N,119.8
201811,대전광역시,N,104.9
201811,울산광역시,N,68.7
201811,강원도,N,82.9
201811,충청북도,N,85.0
201811,충청남도,N,90.7
201811,전라북도,N,93.2
201811,전라남도,N,116.6
201811,경상북도,N,77.0
201811,경상남도,N,78.7
201812,전국,Y,90.6
201812,수도권,Y,91.2
201812,서울특별시,N,93.7
201812,인천광역시,N,89.6
201812,경기도,N,90.1
201812,비수도권,Y,90.2
201812,부산광역시,N,87.1
201812,대구광역시,N,100.7
201812,광주광역시,N,111.2
201812,대전광역시,N,100.9
201812,울산광역시,N,68.2
201812,강원도,N,79.6
201812,충청북도,N,79.0
201812,충청남도,N,90.2
201812,전라북도,N,91.0
201812,전라남도,N,109.0
201812,경상북도,N,82.5
201812,경상남도,N,78.4
201812,세종특별자치시,N,115.5
201812,제주특별자치도,N,85.4
201901,전국,Y,89.9
201901,수도권,Y,90.7
201901,서울특별시,N,91.5
201901,인천광역시,N,93.2
201901,경기도,N,89.7
201901,비수도권,Y,89.6
201901,부산광역시,N,89.7
201901,대구광역시,N,99.7
201901,광주광역시,N,104.1
201901,대전광역시,N,101.5
201901,울산광역시,N,64.5
201901,강원도,N,78.9
201901,충청북도,N,78.6
201901,충청남도,N,93.3
201901,전라북도,N,89.4
201901,전라남도,N,112.9
201901,경상북도,N,78.2
201901,경상남도,N,76.3
201901,세종특별자치시,N,118.8
201901,제주특별자치도,N,82.1
201902,전국,Y,92.7
201902,수도권,Y,94.3
201902,서울특별시,N,94.5
201902,인천광역시,N,96.0
201902,경기도,N,93.9
201902,비수도권,Y,91.7
201902,부산광역시,N,89.8
201902,대구광역시,N,100.6
201902,광주광역시,N,106.2
201902,대전광역시,N,105.0
201902,울산광역시,N,71.6
201902,강원도,N,80.6
201902,충청북도,N,82.2
201902,충청남도,N,96.2
201902,전라북도,N,91.8
201902,전라남도,N,114.0
201902,경상북도,N,81.3
201902,경상남도,N,81.8
201902,세종특별자치시,N,111.0
201902,제주특별자치도,N,81.8
201903,전국,Y,90.7
201903,수도권,Y,91.8
201903,서울특별시,N,93.3
201903,인천광역시,N,94.1
201903,경기도,N,90.5
201903,비수도권,Y,89.7
201903,부산광역시,N,86.8
201903,대구광역시,N,97.2
201903,광주광역시,N,102.7
201903,대전광역시,N,107.2
201903,울산광역시,N,79.4
201903,강원도,N,84.1
201903,충청북도,N,88.7
201903,충청남도,N,94.7
201903,전라북도,N,86.1
201903,전라남도,N,109.3
201903,경상북도,N,76.9
201903,경상남도,N,79.4
201903,세종특별자치시,N,97.6
201903,제주특별자치도,N,74.7
201904,전국,Y,86.8
201904,수도권,Y,89.6
201904,서울특별시,N,91.1
201904,인천광역시,N,92.6
201904,경기도,N,88.1
201904,비수도권,Y,84.0
201904,부산광역시,N,80.9
201904,대구광역시,N,93.1
201904,광주광역시,N,97.6
201904,대전광역시,N,110.0
201904,울산광역시,N,76.9
201904,강원도,N,78.3
201904,충청북도,N,78.8
201904,충청남도,N,94.3
201904,전라북도,N,78.9
201904,전라남도,N,104.9
201904,경상북도,N,72.9
201904,경상남도,N,68.7
201904,세종특별자치시,N,96.6
201904,제주특별자치도,N,63.5
201905,전국,Y,91.1
201905,수도권,Y,94.1
201905,서울특별시,N,98.6
201905,인천광역시,N,95.2
201905,경기도,N,91.2
201905,비수도권,Y,87.8
201905,부산광역시,N,83.8
201905,대구광역시,N,97.8
201905,광주광역시,N,99.9
201905,대전광역시,N,107.9
201905,울산광역시,N,81.8
201905,강원도,N,81.7
201905,충청북도,N,84.1
201905,충청남도,N,95.8
201905,전라북도,N,85.0
201905,전라남도,N,103.6
201905,경상북도,N,76.1
201905,경상남도,N,75.6
201905,세종특별자치시,N,90.8
201905,제주특별자치도,N,77.0
201906,전국,Y,98.5
201906,수도권,Y,103.0
201906,서울특별시,N,112.2
201906,인천광역시,N,100.3
201906,경기도,N,98.2
201906,비수도권,Y,93.3
201906,부산광역시,N,88.6
201906,대구광역시,N,108.0
201906,광주광역시,N,96.4
201906,대전광역시,N,108.9
201906,울산광역시,N,87.2
201906,강원도,N,79.1
201906,충청북도,N,92.2
201906,충청남도,N,96.4
201906,전라북도,N,95.4
201906,전라남도,N,107.3
201906,경상북도,N,88.1
201906,경상남도,N,81.6
201906,세종특별자치시,N,98.6
201906,제주특별자치도,N,83.5
201907,전국,Y,102.6
201907,수도권,Y,109.4
201907,서울특별시,N,121.1
201907,인천광역시,N,105.2
201907,경기도,N,103.6
201907,비수도권,Y,94.8
201907,부산광역시,N,88.0
201907,대구광역시,N,110.2
201907,광주광역시,N,102.1
201907,대전광역시,N,114.5
201907,울산광역시,N,91.6
201907,강원도,N,84.8
201907,충청북도,N,88.3
201907,충청남도,N,95.5
201907,전라북도,N,96.3
201907,전라남도,N,110.0
201907,경상북도,N,89.0
201907,경상남도,N,84.5
201907,세종특별자치시,N,105.4
201907,제주특별자치도,N,82.9
201908,전국,Y,104.6
201908,수도권,Y,110.7
201908,서울특별시,N,120.1
201908,인천광역시,N,104.6
201908,경기도,N,106.7
201908,비수도권,Y,97.5
201908,부산광역시,N,92.8
201908,대구광역시,N,113.2
201908,광주광역시,N,103.8
201908,대전광역시,N,117.3
201908,울산광역시,N,96.4
201908,강원도,N,84.1
201908,충청북도,N,92.9
201908,충청남도,N,94.9
201908,전라북도,N,97.7
201908,전라남도,N,114.3
201908,경상북도,N,94.3
201908,경상남도,N,84.0
201908,세종특별자치시,N,102.6
201908,제주특별자치도,N,85.0
201909,전국,Y,109.8
201909,수도권,Y,115.4
201909,서울특별시,N,124.4
201909,인천광역시,N,112.6
201909,경기도,N,110.9
201909,비수도권,Y,103.3
201909,부산광역시,N,101.0
201909,대구광역시,N,115.8
201909,광주광역시,N,104.4
201909,대전광역시,N,123.0
201909,울산광역시,N,104.0
201909,강원도,N,89.6
201909,충청북도,N,101.6
201909,충청남도,N,104.8
201909,전라북도,N,103.7
201909,전라남도,N,116.3
201909,경상북도,N,96.8
201909,경상남도,N,92.3
201909,세종특별자치시,N,103.3
201909,제주특별자치도,N,85.0
201910,전국,Y,114.5
201910,수도권,Y,122.1
201910,서울특별시,N,133.6
201910,인천광역시,N,117.7
201910,경기도,N,116.5
201910,비수도권,Y,105.8
201910,부산광역시,N,102.3
201910,대구광역시,N,117.9
201910,광주광역시,N,107.7
201910,대전광역시,N,129.9
201910,울산광역시,N,112.9
201910,강원도,N,85.4
201910,충청북도,N,104.2
201910,충청남도,N,107.9
201910,전라북도,N,106.1
201910,전라남도,N,116.8
201910,경상북도,N,98.7
201910,경상남도,N,92.7
201910,세종특별자치시,N,111.1
201910,제주특별자치도,N,85.4
201911,전국,Y,116.4
201911,수도권,Y,122.1
201911,서울특별시,N,132.4
201911,인천광역시,N,114.1
201911,경기도,N,117.9
201911,비수도권,Y,109.8
201911,부산광역시,N,115.0
201911,대구광역시,N,118.7
201911,광주광역시,N,106.5
201911,대전광역시,N,129.7
201911,울산광역시,N,114.8
201911,강원도,N,87.0
201911,충청북도,N,103.9
201911,충청남도,N,110.6
201911,전라북도,N,105.7
201911,전라남도,N,116.9
201911,경상북도,N,96.6
201911,경상남도,N,101.0
201911,세종특별자치시,N,129.3
201911,제주특별자치도,N,82.8
201912,전국,Y,116.7
201912,수도권,Y,120.4
201912,서울특별시,N,128.4
201912,인천광역시,N,112.5
201912,경기도,N,117.6
201912,비수도권,Y,112.1
201912,부산광역시,N,112.2
201912,대구광역시,N,122.5
201912,광주광역시,N,107.1
201912,대전광역시,N,132.3
201912,울산광역시,N,115.4
201912,강원도,N,91.7
201912,충청북도,N,108.3
201912,충청남도,N,116.7
201912,전라북도,N,106.5
201912,전라남도,N,114.4
201912,경상북도,N,98.0
201912,경상남도,N,106.2
201912,세종특별자치시,N,143.3
201912,제주특별자치도,N,93.1
202001,전국,Y,115.3
202001,수도권,Y,119.0
202001,서울특별시,N,118.5
202001,인천광역시,N,116.5
202001,경기도,N,119.8
202001,비수도권,Y,111.1
202001,부산광역시,N,107.1
202001,대구광역시,N,119.0
202001,광주광역시,N,110.1
202001,대전광역시,N,128.1
202001,울산광역시,N,114.9
202001,강원도,N,102.1
202001,충청북도,N,107.1
202001,충청남도,N,116.2
202001,전라북도,N,111.1
202001,전라남도,N,115.4
202001,경상북도,N,101.4
202001,경상남도,N,107.0
202001,세종특별자치시,N,138.1
202001,제주특별자치도,N,88.2
202002,전국,Y,118.3
202002,수도권,Y,123.5
202002,서울특별시,N,122.7
202002,인천광역시,N,125.7
202002,경기도,N,123.5
202002,비수도권,Y,112.6
202002,부산광역시,N,107.3
202002,대구광역시,N,118.3
202002,광주광역시,N,113.5
202002,대전광역시,N,127.1
202002,울산광역시,N,118.5
202002,강원도,N,109.6
202002,충청북도,N,108.2
202002,충청남도,N,119.2
202002,전라북도,N,114.1
202002,전라남도,N,119.1
202002,경상북도,N,106.8
202002,경상남도,N,107.9
202002,세종특별자치시,N,137.2
202002,제주특별자치도,N,88.9
202003,전국,Y,108.6
202003,수도권,Y,112.9
202003,서울특별시,N,111.1
202003,인천광역시,N,119.8
202003,경기도,N,112.4
202003,비수도권,Y,104.1
202003,부산광역시,N,100.3
202003,대구광역시,N,106.4
202003,광주광역시,N,103.5
202003,대전광역시,N,118.1
202003,울산광역시,N,101.1
202003,강원도,N,103.2
202003,충청북도,N,102.3
202003,충청남도,N,112.5
202003,전라북도,N,108.5
202003,전라남도,N,112.6
202003,경상북도,N,97.8
202003,경상남도,N,98.4
202003,세종특별자치시,N,121.3
202003,제주특별자치도,N,92.2
202004,전국,Y,104.6
202004,수도권,Y,106.5
202004,서울특별시,N,103.8
202004,인천광역시,N,111.7
202004,경기도,N,106.9
202004,비수도권,Y,102.8
202004,부산광역시,N,98.3
202004,대구광역시,N,103.8
202004,광주광역시,N,101.2
202004,대전광역시,N,115.9
202004,울산광역시,N,106.4
202004,강원도,N,102.7
202004,충청북도,N,106.2
202004,충청남도,N,109.4
202004,전라북도,N,103.5
202004,전라남도,N,116.3
202004,경상북도,N,97.2
202004,경상남도,N,94.8
202004,세종특별자치시,N,114.5
202004,제주특별자치도,N,87.7
202005,전국,Y,111.6
202005,수도권,Y,113.6
202005,서울특별시,N,114.2
202005,인천광역시,N,117.2
202005,경기도,N,112.5
202005,비수도권,Y,109.6
202005,부산광역시,N,102.7
202005,대구광역시,N,111.3
202005,광주광역시,N,105.2
202005,대전광역시,N,126.5
202005,울산광역시,N,107.3
202005,강원도,N,109.3
202005,충청북도,N,123.2
202005,충청남도,N,114.6
202005,전라북도,N,111.0
202005,전라남도,N,117.3
202005,경상북도,N,103.8
202005,경상남도,N,104.5
202005,세종특별자치시,N,131.9
202005,제주특별자치도,N,87.5
202006,전국,Y,122.8
202006,수도권,Y,128.4
202006,서울특별시,N,135.2
202006,인천광역시,N,118.5
202006,경기도,N,126.7
202006,비수도권,Y,116.2
202006,부산광역시,N,113.8
202006,대구광역시,N,123.7
202006,광주광역시,N,109.2
202006,대전광역시,N,129.1
202006,울산광역시,N,118.8
202006,강원도,N,111.9
202006,충청북도,N,121.9
202006,충청남도,N,123.6
202006,전라북도,N,108.8
202006,전라남도,N,114.5
202006,경상북도,N,111.7
202006,경상남도,N,112.8
202006,세종특별자치시,N,137.6
202006,제주특별자치도,N,92.4
202007,전국,Y,123.8
202007,수도권,Y,130.9
202007,서울특별시,N,143.3
202007,인천광역시,N,111.7
202007,경기도,N,127.9
202007,비수도권,Y,115.2
202007,부산광역시,N,109.4
202007,대구광역시,N,126.0
202007,광주광역시,N,108.4
202007,대전광역시,N,125.6
202007,울산광역시,N,120.1
202007,강원도,N,113.9
202007,충청북도,N,113.0
202007,충청남도,N,119.5
202007,전라북도,N,110.3
202007,전라남도,N,117.3
202007,경상북도,N,110.3
202007,경상남도,N,110.5
202007,세종특별자치시,N,153.7
202007,제주특별자치도,N,97.5
202008,전국,Y,122.8
202008,수도권,Y,127.7
202008,서울특별시,N,135.0
202008,인천광역시,N,114.2
202008,경기도,N,126.4
202008,비수도권,Y,116.9
202008,부산광역시,N,112.4
202008,대구광역시,N,130.9
202008,광주광역시,N,110.9
202008,대전광역시,N,124.3
202008,울산광역시,N,122.9
202008,강원도,N,113.6
202008,충청북도,N,112.2
202008,충청남도,N,126.7
202008,전라북도,N,115.4
202008,전라남도,N,118.9
202008,경상북도,N,109.4
202008,경상남도,N,108.3
202008,세종특별자치시,N,150.7
202008,제주특별자치도,N,97.8
202009,전국,Y,123.7
202009,수도권,Y,126.0
202009,서울특별시,N,130.2
202009,인천광역시,N,118.0
202009,경기도,N,125.4
202009,비수도권,Y,120.9
202009,부산광역시,N,118.9
202009,대구광역시,N,132.4
202009,광주광역시,N,115.1
202009,대전광역시,N,123.0
202009,울산광역시,N,131.7
202009,강원도,N,120.2
202009,충청북도,N,118.2
202009,충청남도,N,128.3
202009,전라북도,N,116.1
202009,전라남도,N,121.4
202009,경상북도,N,115.1
202009,경상남도,N,115.1
202009,세종특별자치시,N,136.7
202009,제주특별자치도,N,104.1
202010,전국,Y,131.3
202010,수도권,Y,132.0
202010,서울특별시,N,134.6
202010,인천광역시,N,122.6
202010,경기도,N,132.6
202010,비수도권,Y,130.3
