MESR_YM,SIDONM,SUM_YN,INDX_VALU
202010,부산광역시,N,135.6
202010,대구광역시,N,142.1
202010,광주광역시,N,127.3
202010,대전광역시,N,132.2
202010,울산광역시,N,144.3
202010,강원도,N,127.3
202010,충청북도,N,121.3
202010,충청남도,N,137.1
202010,전라북도,N,123.4
202010,전라남도,N,122.9
202010,경상북도,N,124.6
202010,경상남도,N,125.3
202010,세종특별자치시,N,131.5
202010,제주특별자치도,N,110.1
202011,전국,Y,134.9
202011,수도권,Y,134.5
202011,서울특별시,N,136.6
202011,인천광역시,N,125.9
202011,경기도,N,135.2
202011,비수도권,Y,135.2
202011,부산광역시,N,139.0
202011,대구광역시,N,147.2
202011,광주광역시,N,135.4
202011,대전광역시,N,134.1
202011,울산광역시,N,152.5
202011,강원도,N,129.9
202011,충청북도,N,127.7
202011,충청남도,N,134.5
202011,전라북도,N,127.5
202011,전라남도,N,124.1
202011,경상북도,N,135.5
202011,경상남도,N,131.4
202011,세종특별자치시,N,142.7
202011,제주특별자치도,N,115.0
202012,전국,Y,130.6
202012,수도권,Y,133.5
202012,서울특별시,N,133.7
202012,인천광역시,N,128.7
202012,경기도,N,134.5
202012,비수도권,Y,127.3
202012,부산광역시,N,120.3
202012,대구광역시,N,138.7
202012,광주광역시,N,123.8
202012,대전광역시,N,132.9
202012,울산광역시,N,136.7
202012,강원도,N,130.7
202012,충청북도,N,121.6
202012,충청남도,N,136.1
202012,전라북도,N,129.7
202012,전라남도,N,121.1
202012,경상북도,N,135.8
202012,경상남도,N,121.6
202012,세종특별자치시,N,137.1
202012,제주특별자치도,N,115.1
202101,전국,Y,127.8
202101,수도권,Y,131.5
202101,서울특별시,N,131.7
202101,인천광역시,N,129.2
202101,경기도,N,131.8
202101,비수도권,Y,123.4
202101,부산광역시,N,117.4
202101,대구광역시,N,128.4
202101,광주광역시,N,119.9
202101,대전광역시,N,130.5
202101,울산광역시,N,123.9
202101,강원도,N,137.1
202101,충청북도,N,127.2
202101,충청남도,N,136.4
202101,전라북도,N,123.2
202101,전라남도,N,121.7
202101,경상북도,N,123.4
202101,경상남도,N,115.7
202101,세종특별자치시,N,125.5
202101,제주특별자치도,N,117.5
202102,전국,Y,125.5
202102,수도권,Y,129.5
202102,서울특별시,N,127.1
202102,인천광역시,N,134.8
202102,경기도,N,129.7
202102,비수도권,Y,121.6
202102,부산광역시,N,117.5
202102,대구광역시,N,123.5
202102,광주광역시,N,118.9
202102,대전광역시,N,127.9
202102,울산광역시,N,119.6
202102,강원도,N,128.5
202102,충청북도,N,128.4
202102,충청남도,N,135.3
202102,전라북도,N,129.0
202102,전라남도,N,117.6
202102,경상북도,N,123.5
202102,경상남도,N,114.1
202102,세종특별자치시,N,113.9
202102,제주특별자치도,N,114.4
202103,전국,Y,121.7
202103,수도권,Y,123.5
202103,서울특별시,N,117.9
202103,인천광역시,N,134.0
202103,경기도,N,124.4
202103,비수도권,Y,120.3
202103,부산광역시,N,117.5
202103,대구광역시,N,117.8
202103,광주광역시,N,122.9
202103,대전광역시,N,125.9
202103,울산광역시,N,118.1
202103,강원도,N,132.5
202103,충청북도,N,123.8
202103,충청남도,N,136.8
202103,전라북도,N,126.8
202103,전라남도,N,116.1
202103,경상북도,N,123.2
202103,경상남도,N,116.0
202103,세종특별자치시,N,93.8
202103,제주특별자치도,N,116.1
202104,전국,Y,119.4
202104,수도권,Y,121.8
202104,서울특별시,N,118.2
202104,인천광역시,N,131.7
202104,경기도,N,121.6
202104,비수도권,Y,117.5
202104,부산광역시,N,116.2
202104,대구광역시,N,113.7
202104,광주광역시,N,112.8
202104,대전광역시,N,125.2
202104,울산광역시,N,110.6
202104,강원도,N,126.8
202104,충청북도,N,121.6
202104,충청남도,N,131.9
202104,전라북도,N,125.9
202104,전라남도,N,112.1
202104,경상북도,N,121.1
202104,경상남도,N,115.4
202104,세종특별자치시,N,93.3
202104,제주특별자치도,N,120.0
